base_contrast,metric,n_models,n_positive,n_negative,n_zero,direction_consistent,all_significant,any_significant,median_rank_biserial,deltas,models
Sim→Rand|sft_dense_k1,NoSignalFilledRate,3,1,2,0,False,False,False,-0.022222222222222223,-0.0158;-0.0038;0.0243,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,PlaceholderRate,3,1,2,0,False,False,False,-0.03787878787878788,-0.0121;-0.0026;0.0205,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,RAHE_Total,3,0,3,0,True,True,True,-0.5775942055011822,-1.4118;-1.3708;-1.0000,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,RAHE_per_1kTok,3,0,3,0,True,True,True,-0.5513390313390314,-4.1224;-3.2087;-2.8609,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,ROUGE1_F1,3,0,3,0,True,False,True,-0.252436,-0.0584;-0.0392;-0.0371,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,ROUGE1_F1_NORM,3,0,3,0,True,True,True,-0.255532,-0.0605;-0.0404;-0.0354,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,ROUGE1_R,3,0,3,0,True,True,True,-0.29657,-0.0538;-0.0603;-0.0374,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,ROUGE1_R_NORM,3,0,3,0,True,True,True,-0.303062,-0.0551;-0.0600;-0.0368,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,SBERT,3,0,3,0,True,False,False,-0.067984,-0.0354;-0.0263;-0.0199,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,SBERT_NORM,3,0,3,0,True,False,False,-0.079754,-0.0353;-0.0243;-0.0195,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,SecFilled,3,2,1,0,False,False,False,0.031553,0.0096;0.0026;-0.0185,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,SecPresence,3,2,1,0,False,False,False,0.047283,0.0134;0.0032;-0.0198,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,SignalFilledRate,3,2,1,0,False,False,False,0.04165214360404322,0.0060;0.0058;-0.0175,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,TransferRate,3,0,3,0,True,True,True,-0.6165435966286268,-0.2571;-0.2702;-0.2036,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,UAHE_Total,3,3,0,0,True,True,True,0.544287,1.9463;1.0691;1.2455,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,UAHE_per_1kTok,3,3,0,0,True,True,True,0.482139,3.6126;2.8254;3.2987,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
Sim→Rand|sft_dense_k1,UnknownRate,3,1,2,0,False,False,False,-0.04728317659352142,-0.0134;-0.0032;0.0192,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,CTQRS,3,2,1,0,False,False,False,-0.01708,0.0006;-0.0030;0.0024,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,CondFilledRate,3,1,2,0,False,False,False,-0.333333,-0.0052;-0.0184;0.0108,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,ContextSupportRate,3,2,1,0,False,False,False,0.037975,0.0194;0.0037;-0.0119,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,ContextUnattributedRate,3,1,2,0,False,False,False,-0.035759,-0.0168;-0.0037;0.0119,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,IUHE_Total,3,1,2,0,False,False,False,-0.06428571428571428,0.0716;-0.0102;-0.1176,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,IUHE_per_1kTok,3,1,2,0,False,False,False,-0.08084945729117508,0.3122;-0.2917;-0.2498,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,NoSignalFilledRate,3,1,2,0,False,False,False,-0.16666666666666666,-0.0077;0.0192;-0.0051,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,PlaceholderRate,3,2,1,0,False,False,True,0.047619047619047616,0.0006;0.0307;-0.0134,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,RAHE_Total,3,1,1,1,False,False,False,0.046341463414634146,0.1330;0.0000;-0.0358,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,RAHE_per_1kTok,3,1,2,0,False,False,False,-0.13249607535321822,0.4559;-0.1439;-0.1451,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,ROUGE1_F1,3,0,3,0,True,False,False,-0.082746,-0.0017;-0.0104;-0.0001,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,ROUGE1_F1_NORM,3,1,2,0,False,False,False,-0.09039,-0.0028;-0.0110;0.0000,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,ROUGE1_R,3,1,2,0,False,False,False,0.033333,0.0080;-0.0113;-0.0002,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,ROUGE1_R_NORM,3,1,2,0,False,False,False,0.048268,0.0072;-0.0112;-0.0001,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,SBERT,3,0,3,0,True,False,False,-0.021864,-0.0012;-0.0045;-0.0013,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,SBERT_NORM,3,2,1,0,False,False,False,-0.04278,0.0006;-0.0042;0.0012,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,SecFilled,3,1,2,0,False,False,True,-0.040936,-0.0006;-0.0307;0.0134,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,SecPresence,3,1,2,0,False,False,True,-0.047619,-0.0006;-0.0313;0.0134,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,SignalFilledRate,3,1,2,0,False,False,True,-0.09941520467836257,-0.0028;-0.0288;0.0130,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,TransferRate,3,1,2,0,False,False,False,0.009615384615384616,0.0209;-0.0001;-0.0135,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,UAHE_Total,3,0,3,0,True,False,False,-0.092945,-0.0614;-0.0102;-0.0818,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,UAHE_per_1kTok,3,0,3,0,True,False,False,-0.139453,-0.1437;-0.1478;-0.1047,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
TplOn→Off|sft_dense_k1,UnknownRate,3,1,1,1,False,False,True,0.025,0.0000;0.0320;-0.0128,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,CTQRS,3,1,2,0,False,False,False,-0.00925,-0.0091;0.0078;-0.0003,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,CondFilledRate,3,3,0,0,True,False,False,0.032258,0.0003;0.0033;0.0089,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,ContextSupportRate,3,1,2,0,False,False,False,-0.076001,-0.0157;-0.0222;0.0385,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,ContextUnattributedRate,3,2,1,0,False,False,False,0.089452,0.0183;0.0222;-0.0385,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,IUHE_Total,3,1,2,0,False,False,False,0.003514725487819658,-0.0665;-0.0563;0.1330,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,IUHE_per_1kTok,3,2,1,0,False,False,False,0.10275239338555266,0.7036;-0.2644;0.4077,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,NoSignalFilledRate,3,0,3,0,True,False,False,-0.2887700534759358,-0.0038;-0.0213;-0.0230,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,PlaceholderRate,3,0,3,0,True,False,False,-0.19686274509803922,-0.0038;-0.0173;-0.0230,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,RAHE_Total,3,1,2,0,False,False,True,-0.053197994374464964,-0.1611;-0.0767;0.3146,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,RAHE_per_1kTok,3,2,1,0,False,False,False,0.020080321285140562,0.2203;-0.3779;0.9283,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,ROUGE1_F1,3,2,1,0,False,False,False,-0.007992,0.0205;-0.0081;0.0023,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,ROUGE1_F1_NORM,3,2,1,0,False,False,False,-0.010709,0.0206;-0.0079;0.0038,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,ROUGE1_R,3,2,1,0,False,False,False,0.00203,0.0005;-0.0060;0.0022,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,ROUGE1_R_NORM,3,1,2,0,False,False,False,-0.011252,-0.0003;-0.0063;0.0029,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,SBERT,3,3,0,0,True,False,False,0.045206,0.0180;0.0023;0.0001,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,SBERT_NORM,3,2,1,0,False,False,False,-0.007023,0.0179;0.0018;-0.0001,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,SecFilled,3,3,0,0,True,False,False,0.145426,0.0038;0.0160;0.0224,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,SecPresence,3,3,0,0,True,False,False,0.202381,0.0045;0.0173;0.0237,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,SignalFilledRate,3,3,0,0,True,False,False,0.14293785310734464,0.0026;0.0149;0.0228,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,TransferRate,3,1,2,0,False,False,False,-0.08009563658099222,-0.0197;-0.0297;0.0397,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,UAHE_Total,3,2,1,0,False,False,False,0.058538,0.0946;0.0205;-0.1816,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,UAHE_per_1kTok,3,2,1,0,False,False,False,0.028041,0.4833;0.1135;-0.5206,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
k1→k2|sft,UnknownRate,3,0,3,0,True,False,False,-0.19673469387755102,-0.0045;-0.0166;-0.0243,llama-3.2-3b;mistral-7b-v0.3;qwen2.5-7b
